"sampleID","sample_date","sample_time","area","transect","plot","medium","depth","Year","DOY","parameter","result_value","unit","constituent","instrument","ddl","detection_FLAG"
"CoBRA2023-51",2023-07-11,12H 59M 0S,"WLD","young",3,"WI",50,2023,192,"Ca",216.2519158,"MG/L","CATION","ICP-OES",0.5,"NONE"
"CoBRA2023-51",2023-07-11,12H 59M 0S,"WLD","young",3,"WI",50,2023,192,"Mg",68.60752891,"MG/L","CATION","ICP-OES",0.5,"NONE"
"CoBRA2023-51",2023-07-11,12H 59M 0S,"WLD","young",3,"WI",50,2023,192,"Si",15.35,"UG/L","TE","ICP-MS",30.7,"<"
"CoBRA2023-51",2023-07-11,12H 59M 0S,"WLD","young",3,"WI",50,2023,192,"DIC",134.13072087,"MG/L","C","TOC-L",0.1,"NONE"
"CoBRA2023-51",2023-07-11,12H 59M 0S,"WLD","young",3,"WI",50,2023,192,"CaMg",284.85944471,"MG/L","CATION","ICP-OES",0.5,"NONE"
"CoBRA2023-52",2023-07-11,13H 23M 0S,"WLD","young",2,"WI",50,2023,192,"pH",6.72,"UNITS","CHEM","Probe",-10,"NONE"
"CoBRA2023-52",2023-07-11,13H 23M 0S,"WLD","young",2,"WI",50,2023,192,"SpC",1062,"uS/CM","CHEM","Probe",-10,"NONE"
"CoBRA2023-52",2023-07-11,13H 23M 0S,"WLD","young",2,"WI",50,2023,192,"ORP",-148,"MV","CHEM","Probe",-1000,"NONE"
"CoBRA2023-52",2023-07-11,13H 23M 0S,"WLD","young",2,"WI",50,2023,192,"temp",32.9,"C","CHEM","Probe",-10,"NONE"
"CoBRA2023-52",2023-07-11,13H 23M 0S,"WLD","young",2,"WI",50,2023,192,"DOC",9.926368757,"MG/L","C","TOC-L",0.1,"NONE"
"CoBRA2023-52",2023-07-11,13H 23M 0S,"WLD","young",2,"WI",50,2023,192,"TC",64.15184992,"MG/L","C","TOC-L",0.1,"NONE"
